state,year,month,period,period_name,date,quits_level_thousands
South Dakota,2025,11,M11,November,2025-11-01,10.0
South Dakota,2025,12,M12,December,2025-12-01,15.0
Tennessee,2022,1,M01,January,2022-01-01,123.0
Tennessee,2022,2,M02,February,2022-02-01,98.0
Tennessee,2022,3,M03,March,2022-03-01,97.0
Tennessee,2022,4,M04,April,2022-04-01,116.0
Tennessee,2022,5,M05,May,2022-05-01,110.0
Tennessee,2022,6,M06,June,2022-06-01,116.0
Tennessee,2022,7,M07,July,2022-07-01,128.0
Tennessee,2022,8,M08,August,2022-08-01,132.0
Tennessee,2022,9,M09,September,2022-09-01,122.0
Tennessee,2022,10,M10,October,2022-10-01,127.0
Tennessee,2022,11,M11,November,2022-11-01,95.0
Tennessee,2022,12,M12,December,2022-12-01,90.0
Tennessee,2023,1,M01,January,2023-01-01,96.0
Tennessee,2023,2,M02,February,2023-02-01,91.0
Tennessee,2023,3,M03,March,2023-03-01,91.0
Tennessee,2023,4,M04,April,2023-04-01,91.0
Tennessee,2023,5,M05,May,2023-05-01,119.0
Tennessee,2023,6,M06,June,2023-06-01,88.0
Tennessee,2023,7,M07,July,2023-07-01,98.0
Tennessee,2023,8,M08,August,2023-08-01,114.0
Tennessee,2023,9,M09,September,2023-09-01,92.0
Tennessee,2023,10,M10,October,2023-10-01,115.0
Tennessee,2023,11,M11,November,2023-11-01,66.0
Tennessee,2023,12,M12,December,2023-12-01,76.0
Tennessee,2024,1,M01,January,2024-01-01,88.0
Tennessee,2024,2,M02,February,2024-02-01,64.0
Tennessee,2024,3,M03,March,2024-03-01,82.0
Tennessee,2024,4,M04,April,2024-04-01,95.0
Tennessee,2024,5,M05,May,2024-05-01,99.0
Tennessee,2024,6,M06,June,2024-06-01,81.0
Tennessee,2024,7,M07,July,2024-07-01,103.0
Tennessee,2024,8,M08,August,2024-08-01,94.0
Tennessee,2024,9,M09,September,2024-09-01,85.0
Tennessee,2024,10,M10,October,2024-10-01,104.0
Tennessee,2024,11,M11,November,2024-11-01,74.0
Tennessee,2024,12,M12,December,2024-12-01,58.0
Tennessee,2025,1,M01,January,2025-01-01,112.0
Tennessee,2025,2,M02,February,2025-02-01,65.0
Tennessee,2025,3,M03,March,2025-03-01,73.0
Tennessee,2025,4,M04,April,2025-04-01,72.0
Tennessee,2025,5,M05,May,2025-05-01,75.0
Tennessee,2025,6,M06,June,2025-06-01,69.0
Tennessee,2025,7,M07,July,2025-07-01,92.0
Tennessee,2025,8,M08,August,2025-08-01,94.0
Tennessee,2025,9,M09,September,2025-09-01,76.0
Tennessee,2025,10,M10,October,2025-10-01,74.0
Tennessee,2025,11,M11,November,2025-11-01,79.0
Tennessee,2025,12,M12,December,2025-12-01,50.0
Texas,2022,1,M01,January,2022-01-01,452.0
Texas,2022,2,M02,February,2022-02-01,321.0
Texas,2022,3,M03,March,2022-03-01,445.0
Texas,2022,4,M04,April,2022-04-01,441.0
Texas,2022,5,M05,May,2022-05-01,419.0
Texas,2022,6,M06,June,2022-06-01,434.0
Texas,2022,7,M07,July,2022-07-01,423.0
Texas,2022,8,M08,August,2022-08-01,582.0
Texas,2022,9,M09,September,2022-09-01,379.0
Texas,2022,10,M10,October,2022-10-01,421.0
Texas,2022,11,M11,November,2022-11-01,367.0
Texas,2022,12,M12,December,2022-12-01,368.0
Texas,2023,1,M01,January,2023-01-01,374.0
Texas,2023,2,M02,February,2023-02-01,342.0
Texas,2023,3,M03,March,2023-03-01,352.0
Texas,2023,4,M04,April,2023-04-01,351.0
Texas,2023,5,M05,May,2023-05-01,466.0
Texas,2023,6,M06,June,2023-06-01,436.0
Texas,2023,7,M07,July,2023-07-01,413.0
Texas,2023,8,M08,August,2023-08-01,569.0
Texas,2023,9,M09,September,2023-09-01,398.0
Texas,2023,10,M10,October,2023-10-01,377.0
Texas,2023,11,M11,November,2023-11-01,306.0
Texas,2023,12,M12,December,2023-12-01,341.0
Texas,2024,1,M01,January,2024-01-01,380.0
Texas,2024,2,M02,February,2024-02-01,304.0
Texas,2024,3,M03,March,2024-03-01,329.0
Texas,2024,4,M04,April,2024-04-01,337.0
Texas,2024,5,M05,May,2024-05-01,319.0
Texas,2024,6,M06,June,2024-06-01,377.0
Texas,2024,7,M07,July,2024-07-01,321.0
Texas,2024,8,M08,August,2024-08-01,404.0
Texas,2024,9,M09,September,2024-09-01,315.0
Texas,2024,10,M10,October,2024-10-01,281.0
Texas,2024,11,M11,November,2024-11-01,210.0
Texas,2024,12,M12,December,2024-12-01,305.0
Texas,2025,1,M01,January,2025-01-01,291.0
Texas,2025,2,M02,February,2025-02-01,264.0
Texas,2025,3,M03,March,2025-03-01,315.0
Texas,2025,4,M04,April,2025-04-01,297.0
Texas,2025,5,M05,May,2025-05-01,301.0
Texas,2025,6,M06,June,2025-06-01,338.0
Texas,2025,7,M07,July,2025-07-01,390.0
Texas,2025,8,M08,August,2025-08-01,392.0
Texas,2025,9,M09,September,2025-09-01,320.0
Texas,2025,10,M10,October,2025-10-01,270.0
Texas,2025,11,M11,November,2025-11-01,239.0
Texas,2025,12,M12,December,2025-12-01,294.0
Utah,2022,1,M01,January,2022-01-01,55.0
Utah,2022,2,M02,February,2022-02-01,35.0
Utah,2022,3,M03,March,2022-03-01,56.0
Utah,2022,4,M04,April,2022-04-01,51.0
Utah,2022,5,M05,May,2022-05-01,49.0
Utah,2022,6,M06,June,2022-06-01,44.0
Utah,2022,7,M07,July,2022-07-01,49.0
Utah,2022,8,M08,August,2022-08-01,71.0
Utah,2022,9,M09,September,2022-09-01,58.0
Utah,2022,10,M10,October,2022-10-01,43.0
Utah,2022,11,M11,November,2022-11-01,44.0
Utah,2022,12,M12,December,2022-12-01,58.0
Utah,2023,1,M01,January,2023-01-01,45.0
Utah,2023,2,M02,February,2023-02-01,33.0
Utah,2023,3,M03,March,2023-03-01,37.0
Utah,2023,4,M04,April,2023-04-01,46.0
Utah,2023,5,M05,May,2023-05-01,47.0
Utah,2023,6,M06,June,2023-06-01,42.0
Utah,2023,7,M07,July,2023-07-01,60.0
Utah,2023,8,M08,August,2023-08-01,74.0
Utah,2023,9,M09,September,2023-09-01,49.0
Utah,2023,10,M10,October,2023-10-01,41.0
Utah,2023,11,M11,November,2023-11-01,39.0
Utah,2023,12,M12,December,2023-12-01,38.0
Utah,2024,1,M01,January,2024-01-01,52.0
Utah,2024,2,M02,February,2024-02-01,36.0
Utah,2024,3,M03,March,2024-03-01,36.0
Utah,2024,4,M04,April,2024-04-01,46.0
Utah,2024,5,M05,May,2024-05-01,50.0
Utah,2024,6,M06,June,2024-06-01,41.0
Utah,2024,7,M07,July,2024-07-01,46.0
Utah,2024,8,M08,August,2024-08-01,45.0
Utah,2024,9,M09,September,2024-09-01,34.0
Utah,2024,10,M10,October,2024-10-01,42.0
Utah,2024,11,M11,November,2024-11-01,26.0
Utah,2024,12,M12,December,2024-12-01,32.0
Utah,2025,1,M01,January,2025-01-01,44.0
Utah,2025,2,M02,February,2025-02-01,32.0
Utah,2025,3,M03,March,2025-03-01,36.0
Utah,2025,4,M04,April,2025-04-01,55.0
Utah,2025,5,M05,May,2025-05-01,48.0
Utah,2025,6,M06,June,2025-06-01,41.0
Utah,2025,7,M07,July,2025-07-01,47.0
Utah,2025,8,M08,August,2025-08-01,45.0
Utah,2025,9,M09,September,2025-09-01,39.0
Utah,2025,10,M10,October,2025-10-01,40.0
Utah,2025,11,M11,November,2025-11-01,30.0
Utah,2025,12,M12,December,2025-12-01,33.0
Vermont,2022,1,M01,January,2022-01-01,7.0
Vermont,2022,2,M02,February,2022-02-01,7.0
Vermont,2022,3,M03,March,2022-03-01,8.0
Vermont,2022,4,M04,April,2022-04-01,10.0
Vermont,2022,5,M05,May,2022-05-01,12.0
Vermont,2022,6,M06,June,2022-06-01,9.0
Vermont,2022,7,M07,July,2022-07-01,7.0
Vermont,2022,8,M08,August,2022-08-01,10.0
Vermont,2022,9,M09,September,2022-09-01,9.0
Vermont,2022,10,M10,October,2022-10-01,7.0
Vermont,2022,11,M11,November,2022-11-01,7.0
Vermont,2022,12,M12,December,2022-12-01,6.0
Vermont,2023,1,M01,January,2023-01-01,5.0
Vermont,2023,2,M02,February,2023-02-01,5.0
Vermont,2023,3,M03,March,2023-03-01,6.0
Vermont,2023,4,M04,April,2023-04-01,9.0
Vermont,2023,5,M05,May,2023-05-01,13.0
Vermont,2023,6,M06,June,2023-06-01,7.0
Vermont,2023,7,M07,July,2023-07-01,8.0
Vermont,2023,8,M08,August,2023-08-01,7.0
Vermont,2023,9,M09,September,2023-09-01,8.0
Vermont,2023,10,M10,October,2023-10-01,6.0
Vermont,2023,11,M11,November,2023-11-01,7.0
Vermont,2023,12,M12,December,2023-12-01,5.0
Vermont,2024,1,M01,January,2024-01-01,6.0
Vermont,2024,2,M02,February,2024-02-01,4.0
Vermont,2024,3,M03,March,2024-03-01,6.0
Vermont,2024,4,M04,April,2024-04-01,9.0
Vermont,2024,5,M05,May,2024-05-01,9.0
Vermont,2024,6,M06,June,2024-06-01,8.0
Vermont,2024,7,M07,July,2024-07-01,5.0
Vermont,2024,8,M08,August,2024-08-01,7.0
Vermont,2024,9,M09,September,2024-09-01,8.0
Vermont,2024,10,M10,October,2024-10-01,5.0
Vermont,2024,11,M11,November,2024-11-01,4.0
Vermont,2024,12,M12,December,2024-12-01,4.0
Vermont,2025,1,M01,January,2025-01-01,7.0
Vermont,2025,2,M02,February,2025-02-01,4.0
Vermont,2025,3,M03,March,2025-03-01,6.0
Vermont,2025,4,M04,April,2025-04-01,9.0
Vermont,2025,5,M05,May,2025-05-01,11.0
Vermont,2025,6,M06,June,2025-06-01,7.0
Vermont,2025,7,M07,July,2025-07-01,5.0
Vermont,2025,8,M08,August,2025-08-01,9.0
Vermont,2025,9,M09,September,2025-09-01,7.0
Vermont,2025,10,M10,October,2025-10-01,6.0
Vermont,2025,11,M11,November,2025-11-01,5.0
Vermont,2025,12,M12,December,2025-12-01,6.0
Virginia,2022,1,M01,January,2022-01-01,107.0
Virginia,2022,2,M02,February,2022-02-01,73.0
Virginia,2022,3,M03,March,2022-03-01,89.0
Virginia,2022,4,M04,April,2022-04-01,125.0
Virginia,2022,5,M05,May,2022-05-01,104.0
Virginia,2022,6,M06,June,2022-06-01,116.0
Virginia,2022,7,M07,July,2022-07-01,120.0
Virginia,2022,8,M08,August,2022-08-01,130.0
Virginia,2022,9,M09,September,2022-09-01,121.0
Virginia,2022,10,M10,October,2022-10-01,129.0
Virginia,2022,11,M11,November,2022-11-01,99.0
Virginia,2022,12,M12,December,2022-12-01,99.0
Virginia,2023,1,M01,January,2023-01-01,83.0
Virginia,2023,2,M02,February,2023-02-01,99.0
Virginia,2023,3,M03,March,2023-03-01,124.0
Virginia,2023,4,M04,April,2023-04-01,103.0
Virginia,2023,5,M05,May,2023-05-01,136.0
Virginia,2023,6,M06,June,2023-06-01,119.0
Virginia,2023,7,M07,July,2023-07-01,121.0
Virginia,2023,8,M08,August,2023-08-01,134.0
Virginia,2023,9,M09,September,2023-09-01,107.0
Virginia,2023,10,M10,October,2023-10-01,102.0
Virginia,2023,11,M11,November,2023-11-01,77.0
Virginia,2023,12,M12,December,2023-12-01,80.0
Virginia,2024,1,M01,January,2024-01-01,92.0
Virginia,2024,2,M02,February,2024-02-01,63.0
Virginia,2024,3,M03,March,2024-03-01,80.0
Virginia,2024,4,M04,April,2024-04-01,86.0
Virginia,2024,5,M05,May,2024-05-01,102.0
Virginia,2024,6,M06,June,2024-06-01,87.0
Virginia,2024,7,M07,July,2024-07-01,110.0
Virginia,2024,8,M08,August,2024-08-01,110.0
Virginia,2024,9,M09,September,2024-09-01,88.0
Virginia,2024,10,M10,October,2024-10-01,93.0
Virginia,2024,11,M11,November,2024-11-01,66.0
Virginia,2024,12,M12,December,2024-12-01,71.0
Virginia,2025,1,M01,January,2025-01-01,71.0
Virginia,2025,2,M02,February,2025-02-01,76.0
Virginia,2025,3,M03,March,2025-03-01,87.0
Virginia,2025,4,M04,April,2025-04-01,73.0
Virginia,2025,5,M05,May,2025-05-01,114.0
Virginia,2025,6,M06,June,2025-06-01,84.0
Virginia,2025,7,M07,July,2025-07-01,90.0
Virginia,2025,8,M08,August,2025-08-01,119.0
Virginia,2025,9,M09,September,2025-09-01,101.0
Virginia,2025,10,M10,October,2025-10-01,69.0
Virginia,2025,11,M11,November,2025-11-01,76.0
Virginia,2025,12,M12,December,2025-12-01,76.0
Washington,2022,1,M01,January,2022-01-01,97.0
Washington,2022,2,M02,February,2022-02-01,63.0
Washington,2022,3,M03,March,2022-03-01,100.0
Washington,2022,4,M04,April,2022-04-01,101.0
Washington,2022,5,M05,May,2022-05-01,68.0
Washington,2022,6,M06,June,2022-06-01,85.0
Washington,2022,7,M07,July,2022-07-01,93.0
Washington,2022,8,M08,August,2022-08-01,99.0
Washington,2022,9,M09,September,2022-09-01,100.0
Washington,2022,10,M10,October,2022-10-01,82.0
Washington,2022,11,M11,November,2022-11-01,75.0
Washington,2022,12,M12,December,2022-12-01,76.0
Washington,2023,1,M01,January,2023-01-01,91.0
Washington,2023,2,M02,February,2023-02-01,67.0
Washington,2023,3,M03,March,2023-03-01,65.0
Washington,2023,4,M04,April,2023-04-01,69.0
Washington,2023,5,M05,May,2023-05-01,66.0
Washington,2023,6,M06,June,2023-06-01,60.0
Washington,2023,7,M07,July,2023-07-01,79.0
Washington,2023,8,M08,August,2023-08-01,92.0
Washington,2023,9,M09,September,2023-09-01,84.0
Washington,2023,10,M10,October,2023-10-01,64.0
Washington,2023,11,M11,November,2023-11-01,59.0
Washington,2023,12,M12,December,2023-12-01,49.0
Washington,2024,1,M01,January,2024-01-01,80.0
Washington,2024,2,M02,February,2024-02-01,67.0
Washington,2024,3,M03,March,2024-03-01,50.0
Washington,2024,4,M04,April,2024-04-01,69.0
Washington,2024,5,M05,May,2024-05-01,55.0
Washington,2024,6,M06,June,2024-06-01,62.0
Washington,2024,7,M07,July,2024-07-01,72.0
Washington,2024,8,M08,August,2024-08-01,78.0
Washington,2024,9,M09,September,2024-09-01,68.0
Washington,2024,10,M10,October,2024-10-01,75.0
Washington,2024,11,M11,November,2024-11-01,53.0
Washington,2024,12,M12,December,2024-12-01,56.0
Washington,2025,1,M01,January,2025-01-01,68.0
Washington,2025,2,M02,February,2025-02-01,51.0
Washington,2025,3,M03,March,2025-03-01,45.0
Washington,2025,4,M04,April,2025-04-01,63.0
Washington,2025,5,M05,May,2025-05-01,52.0
Washington,2025,6,M06,June,2025-06-01,53.0
Washington,2025,7,M07,July,2025-07-01,76.0
Washington,2025,8,M08,August,2025-08-01,74.0
Washington,2025,9,M09,September,2025-09-01,70.0
Washington,2025,10,M10,October,2025-10-01,70.0
Washington,2025,11,M11,November,2025-11-01,53.0
Washington,2025,12,M12,December,2025-12-01,52.0
West Virginia,2022,1,M01,January,2022-01-01,25.0
West Virginia,2022,2,M02,February,2022-02-01,19.0
West Virginia,2022,3,M03,March,2022-03-01,21.0
West Virginia,2022,4,M04,April,2022-04-01,27.0
West Virginia,2022,5,M05,May,2022-05-01,23.0
West Virginia,2022,6,M06,June,2022-06-01,28.0
West Virginia,2022,7,M07,July,2022-07-01,32.0
West Virginia,2022,8,M08,August,2022-08-01,30.0
West Virginia,2022,9,M09,September,2022-09-01,23.0
West Virginia,2022,10,M10,October,2022-10-01,25.0
West Virginia,2022,11,M11,November,2022-11-01,21.0
West Virginia,2022,12,M12,December,2022-12-01,20.0
West Virginia,2023,1,M01,January,2023-01-01,22.0
West Virginia,2023,2,M02,February,2023-02-01,20.0
West Virginia,2023,3,M03,March,2023-03-01,19.0
West Virginia,2023,4,M04,April,2023-04-01,23.0
West Virginia,2023,5,M05,May,2023-05-01,24.0
West Virginia,2023,6,M06,June,2023-06-01,21.0
West Virginia,2023,7,M07,July,2023-07-01,26.0
West Virginia,2023,8,M08,August,2023-08-01,29.0
West Virginia,2023,9,M09,September,2023-09-01,19.0
West Virginia,2023,10,M10,October,2023-10-01,21.0
West Virginia,2023,11,M11,November,2023-11-01,15.0
West Virginia,2023,12,M12,December,2023-12-01,17.0
West Virginia,2024,1,M01,January,2024-01-01,21.0
West Virginia,2024,2,M02,February,2024-02-01,14.0
West Virginia,2024,3,M03,March,2024-03-01,19.0
West Virginia,2024,4,M04,April,2024-04-01,25.0
West Virginia,2024,5,M05,May,2024-05-01,20.0
West Virginia,2024,6,M06,June,2024-06-01,21.0
West Virginia,2024,7,M07,July,2024-07-01,27.0
West Virginia,2024,8,M08,August,2024-08-01,20.0
West Virginia,2024,9,M09,September,2024-09-01,18.0
West Virginia,2024,10,M10,October,2024-10-01,19.0
West Virginia,2024,11,M11,November,2024-11-01,14.0
West Virginia,2024,12,M12,December,2024-12-01,15.0
West Virginia,2025,1,M01,January,2025-01-01,22.0
West Virginia,2025,2,M02,February,2025-02-01,14.0
West Virginia,2025,3,M03,March,2025-03-01,18.0
West Virginia,2025,4,M04,April,2025-04-01,18.0
West Virginia,2025,5,M05,May,2025-05-01,18.0
West Virginia,2025,6,M06,June,2025-06-01,17.0
West Virginia,2025,7,M07,July,2025-07-01,22.0
West Virginia,2025,8,M08,August,2025-08-01,20.0
West Virginia,2025,9,M09,September,2025-09-01,18.0
West Virginia,2025,10,M10,October,2025-10-01,18.0
West Virginia,2025,11,M11,November,2025-11-01,15.0
West Virginia,2025,12,M12,December,2025-12-01,14.0
Wisconsin,2022,1,M01,January,2022-01-01,71.0
Wisconsin,2022,2,M02,February,2022-02-01,65.0
Wisconsin,2022,3,M03,March,2022-03-01,65.0
Wisconsin,2022,4,M04,April,2022-04-01,91.0
Wisconsin,2022,5,M05,May,2022-05-01,78.0
Wisconsin,2022,6,M06,June,2022-06-01,76.0
Wisconsin,2022,7,M07,July,2022-07-01,86.0
Wisconsin,2022,8,M08,August,2022-08-01,92.0
Wisconsin,2022,9,M09,September,2022-09-01,87.0
Wisconsin,2022,10,M10,October,2022-10-01,66.0
Wisconsin,2022,11,M11,November,2022-11-01,60.0
Wisconsin,2022,12,M12,December,2022-12-01,64.0
Wisconsin,2023,1,M01,January,2023-01-01,66.0
Wisconsin,2023,2,M02,February,2023-02-01,54.0
Wisconsin,2023,3,M03,March,2023-03-01,56.0
Wisconsin,2023,4,M04,April,2023-04-01,76.0
Wisconsin,2023,5,M05,May,2023-05-01,78.0
Wisconsin,2023,6,M06,June,2023-06-01,73.0
Wisconsin,2023,7,M07,July,2023-07-01,78.0
Wisconsin,2023,8,M08,August,2023-08-01,89.0
Wisconsin,2023,9,M09,September,2023-09-01,78.0
Wisconsin,2023,10,M10,October,2023-10-01,60.0
Wisconsin,2023,11,M11,November,2023-11-01,65.0
Wisconsin,2023,12,M12,December,2023-12-01,50.0
Wisconsin,2024,1,M01,January,2024-01-01,68.0
Wisconsin,2024,2,M02,February,2024-02-01,50.0
Wisconsin,2024,3,M03,March,2024-03-01,55.0
Wisconsin,2024,4,M04,April,2024-04-01,61.0
Wisconsin,2024,5,M05,May,2024-05-01,73.0
Wisconsin,2024,6,M06,June,2024-06-01,60.0
Wisconsin,2024,7,M07,July,2024-07-01,56.0
Wisconsin,2024,8,M08,August,2024-08-01,76.0
Wisconsin,2024,9,M09,September,2024-09-01,64.0
Wisconsin,2024,10,M10,October,2024-10-01,56.0
Wisconsin,2024,11,M11,November,2024-11-01,43.0
Wisconsin,2024,12,M12,December,2024-12-01,48.0
Wisconsin,2025,1,M01,January,2025-01-01,58.0
Wisconsin,2025,2,M02,February,2025-02-01,51.0
Wisconsin,2025,3,M03,March,2025-03-01,54.0
Wisconsin,2025,4,M04,April,2025-04-01,57.0
Wisconsin,2025,5,M05,May,2025-05-01,66.0
Wisconsin,2025,6,M06,June,2025-06-01,66.0
Wisconsin,2025,7,M07,July,2025-07-01,56.0
Wisconsin,2025,8,M08,August,2025-08-01,67.0
Wisconsin,2025,9,M09,September,2025-09-01,72.0
Wisconsin,2025,10,M10,October,2025-10-01,61.0
Wisconsin,2025,11,M11,November,2025-11-01,55.0
Wisconsin,2025,12,M12,December,2025-12-01,67.0
Wyoming,2022,1,M01,January,2022-01-01,9.0
Wyoming,2022,2,M02,February,2022-02-01,8.0
Wyoming,2022,3,M03,March,2022-03-01,9.0
Wyoming,2022,4,M04,April,2022-04-01,11.0
Wyoming,2022,5,M05,May,2022-05-01,11.0
Wyoming,2022,6,M06,June,2022-06-01,8.0
Wyoming,2022,7,M07,July,2022-07-01,10.0
Wyoming,2022,8,M08,August,2022-08-01,15.0
Wyoming,2022,9,M09,September,2022-09-01,13.0
Wyoming,2022,10,M10,October,2022-10-01,12.0
Wyoming,2022,11,M11,November,2022-11-01,13.0
Wyoming,2022,12,M12,December,2022-12-01,9.0
Wyoming,2023,1,M01,January,2023-01-01,8.0
Wyoming,2023,2,M02,February,2023-02-01,7.0
Wyoming,2023,3,M03,March,2023-03-01,7.0
Wyoming,2023,4,M04,April,2023-04-01,9.0
Wyoming,2023,5,M05,May,2023-05-01,9.0
Wyoming,2023,6,M06,June,2023-06-01,8.0
Wyoming,2023,7,M07,July,2023-07-01,8.0
Wyoming,2023,8,M08,August,2023-08-01,12.0
Wyoming,2023,9,M09,September,2023-09-01,12.0
Wyoming,2023,10,M10,October,2023-10-01,9.0
Wyoming,2023,11,M11,November,2023-11-01,11.0
Wyoming,2023,12,M12,December,2023-12-01,7.0
Wyoming,2024,1,M01,January,2024-01-01,7.0
Wyoming,2024,2,M02,February,2024-02-01,6.0
Wyoming,2024,3,M03,March,2024-03-01,6.0
Wyoming,2024,4,M04,April,2024-04-01,8.0
Wyoming,2024,5,M05,May,2024-05-01,8.0
Wyoming,2024,6,M06,June,2024-06-01,7.0
Wyoming,2024,7,M07,July,2024-07-01,8.0
Wyoming,2024,8,M08,August,2024-08-01,9.0
Wyoming,2024,9,M09,September,2024-09-01,9.0
Wyoming,2024,10,M10,October,2024-10-01,8.0
Wyoming,2024,11,M11,November,2024-11-01,6.0
Wyoming,2024,12,M12,December,2024-12-01,8.0
Wyoming,2025,1,M01,January,2025-01-01,7.0
Wyoming,2025,2,M02,February,2025-02-01,5.0
Wyoming,2025,3,M03,March,2025-03-01,6.0
Wyoming,2025,4,M04,April,2025-04-01,7.0
Wyoming,2025,5,M05,May,2025-05-01,8.0
Wyoming,2025,6,M06,June,2025-06-01,8.0
Wyoming,2025,7,M07,July,2025-07-01,10.0
Wyoming,2025,8,M08,August,2025-08-01,13.0
Wyoming,2025,9,M09,September,2025-09-01,13.0
Wyoming,2025,10,M10,October,2025-10-01,6.0
Wyoming,2025,11,M11,November,2025-11-01,5.0
Wyoming,2025,12,M12,December,2025-12-01,8.0
